gc.content	chrom.arm
chr2_206487542	0.390301508	chr2q
chr2_207049815	0.405323029	chr2q
chr2_207579025	0.425190914	chr2q
chr2_208153367	0.385833432	chr2q
chr2_208711385	0.367122018	chr2q
chr2_209322122	0.363569836	chr2q
chr2_209857788	0.37436378	chr2q
chr2_210411645	0.3644214	chr2q
chr2_210947810	0.357622106	chr2q
chr2_211484065	0.349791197	chr2q
chr2_212022612	0.342983384	chr2q
chr2_212546099	0.365797682	chr2q
chr2_213085963	0.3606617	chr2q
chr2_213633099	0.358227552	chr2q
chr2_214172421	0.366658588	chr2q
chr2_214712962	0.382348992	chr2q
chr2_215278993	0.393968603	chr2q
chr2_215814325	0.421630613	chr2q
chr2_216370435	0.453823884	chr2q
chr2_216906513	0.415147045	chr2q
chr2_217434550	0.457536192	chr2q
chr2_217951449	0.476648755	chr2q
chr2_218534480	0.47252812	chr2q
chr2_219094217	0.512016558	chr2q
chr2_219639215	0.424061282	chr2q
chr2_220174707	0.388013557	chr2q
chr2_220705491	0.381047702	chr2q
chr2_221235527	0.38838016	chr2q
chr2_221760801	0.392148968	chr2q
chr2_222299763	0.40908793	chr2q
chr2_222849064	0.394750474	chr2q
chr2_223405038	0.408164698	chr2q
chr2_223960430	0.412774489	chr2q
chr2_224503121	0.397925951	chr2q
chr2_225051517	0.372561514	chr2q
chr2_225588224	0.367005472	chr2q
chr2_226122355	0.380842038	chr2q
chr2_226652735	0.403348698	chr2q
chr2_227192288	0.406245432	chr2q
chr2_227753274	0.392253335	chr2q
chr2_228319324	0.37487485	chr2q
chr2_228878652	0.39084266	chr2q
chr2_229408937	0.406583932	chr2q
chr2_229948250	0.413217134	chr2q
chr2_230531615	0.451649955	chr2q
chr2_231094904	0.4687147	chr2q
chr2_231677418	0.438773706	chr2q
chr2_232265564	0.481446808	chr2q
chr2_232837029	0.477379092	chr2q
chr2_233399923	0.430011477	chr2q
chr2_233966275	0.433373034	chr2q
chr2_234511182	0.454772152	chr2q
chr2_235064182	0.453476311	chr2q
chr2_235603101	0.469900324	chr2q
chr2_236134120	0.455117233	chr2q
chr2_236674540	0.44401514	chr2q
chr2_237196056	0.469304983	chr2q
chr2_237729856	0.480841889	chr2q
chr2_238280382	0.465476213	chr2q
chr2_238819112	0.501057002	chr2q
chr2_239359236	0.499981941	chr2q
chr2_239892555	0.492139325	chr2q
chr2_240419609	0.553850685	chr2q
chr2_240972991	0.490533098	chr2q
chr2_241528032	0.506393561	chr2q
chr3_18322	0.373321093	chr3p
chr3_555348	0.361846592	chr3p
chr3_1130179	0.364326372	chr3p
chr3_1669698	0.375377646	chr3p
chr3_2214520	0.372111088	chr3p
chr3_2756506	0.396710879	chr3p
chr3_3287651	0.391525262	chr3p
chr3_3821402	0.392904744	chr3p
chr3_4414869	0.420056172	chr3p
chr3_4946804	0.425669904	chr3p
chr3_5507591	0.385792815	chr3p
chr3_6063887	0.370628821	chr3p
chr3_6623633	0.372408307	chr3p
chr3_7160396	0.380454748	chr3p
chr3_7682487	0.393094555	chr3p
chr3_8226898	0.434043766	chr3p
chr3_8774406	0.438615255	chr3p
chr3_9304556	0.456941147	chr3p
chr3_9881197	0.48166553	chr3p
chr3_10466188	0.47693189	chr3p
chr3_10986363	0.44873134	chr3p
chr3_11545669	0.432012946	chr3p
chr3_12116612	0.420688098	chr3p
chr3_12661216	0.514641211	chr3p
chr3_13210145	0.514007978	chr3p
chr3_13751875	0.452782456	chr3p
chr3_14314756	0.491736323	chr3p
chr3_14840665	0.441517849	chr3p
chr3_15415584	0.407229976	chr3p
chr3_15972294	0.42849251	chr3p
chr3_16506301	0.397061098	chr3p
chr3_17055977	0.376268682	chr3p
chr3_17589306	0.390551524	chr3p
chr3_18144549	0.368903393	chr3p
chr3_18668529	0.369500883	chr3p
chr3_19221686	0.369977622	chr3p
chr3_19789196	0.393240484	chr3p
chr3_20364681	0.370245102	chr3p
chr3_20912248	0.36470987	chr3p
chr3_21469894	0.365538043	chr3p
chr3_22006979	0.361934031	chr3p
chr3_22555906	0.380616896	chr3p
chr3_23126083	0.387432689	chr3p
chr3_23673169	0.415819969	chr3p
chr3_24239782	0.378082904	chr3p
chr3_24766923	0.376788028	chr3p
chr3_25290265	0.395446529	chr3p
chr3_25826120	0.382132739	chr3p
chr3_26383094	0.379776498	chr3p
chr3_26963043	0.385120219	chr3p
chr3_27515699	0.400057292	chr3p
chr3_28081223	0.368212415	chr3p
chr3_28632671	0.37484295	chr3p
chr3_29169920	0.366023153	chr3p
chr3_29698321	0.366682775	chr3p
chr3_30242538	0.381244473	chr3p
chr3_30775148	0.393062627	chr3p
chr3_31294653	0.400593241	chr3p
chr3_31821926	0.427030933	chr3p
chr3_32387885	0.434597999	chr3p
chr3_32974786	0.413079639	chr3p
chr3_33548915	0.391895808	chr3p
chr3_34114795	0.382932839	chr3p
chr3_34664740	0.364963784	chr3p
chr3_35211049	0.359066809	chr3p
chr3_35746888	0.367591864	chr3p
chr3_36297077	0.403676303	chr3p
chr3_36842354	0.407562358	chr3p
chr3_37402867	0.439968754	chr3p
chr3_37945651	0.453344782	chr3p
chr3_38509350	0.433661281	chr3p
chr3_39047648	0.435560893	chr3p
chr3_39607184	0.397050035	chr3p
chr3_40189496	0.416757752	chr3p
chr3_40743007	0.416511782	chr3p
chr3_41277813	0.390565538	chr3p
chr3_41866950	0.434542726	chr3p
chr3_42433350	0.451456585	chr3p
chr3_42982065	0.427829495	chr3p
chr3_43521967	0.424633884	chr3p
chr3_44083811	0.418216435	chr3p
chr3_44637926	0.443440902	chr3p
chr3_45197721	0.437136703	chr3p
chr3_45743246	0.434692029	chr3p
chr3_46288525	0.450698841	chr3p
chr3_46850957	0.472694669	chr3p
chr3_47415865	0.448523918	chr3p
chr3_48012783	0.481918391	chr3p
chr3_48606334	0.489918519	chr3p
chr3_49221571	0.489919048	chr3p
chr3_49833170	0.521409683	chr3p
chr3_50406464	0.463789534	chr3p
chr3_50970127	0.423521855	chr3p
chr3_51594726	0.48797058	chr3p
chr3_52155975	0.49907366	chr3p
chr3_52705449	0.473363226	chr3p
chr3_53257862	0.437681196	chr3p
chr3_53812499	0.429273826	chr3p
chr3_54352893	0.420780296	chr3p
chr3_54901172	0.41012596	chr3p
chr3_55446423	0.422988202	chr3p
chr3_55969239	0.396162008	chr3p
chr3_56496546	0.421701287	chr3p
chr3_57074097	0.408516802	chr3p
chr3_57712643	0.440265363	chr3p
chr3_58284991	0.441618465	chr3p
chr3_58865715	0.388951014	chr3p
chr3_59429097	0.408991519	chr3p
chr3_59955949	0.385492419	chr3p
chr3_60476141	0.385034503	chr3p
chr3_61018185	0.398535561	chr3p
chr3_61584953	0.404805674	chr3p
chr3_62115326	0.405701548	chr3p
chr3_62635254	0.394769684	chr3p
chr3_63170517	0.389070763	chr3p
chr3_63718515	0.407825772	chr3p
chr3_64251012	0.407455866	chr3p
chr3_64773795	0.395765283	chr3p
chr3_65316595	0.398041143	chr3p
chr3_66432339	0.41130192	chr3p
chr3_66981697	0.387222784	chr3p
chr3_67536184	0.386000119	chr3p
chr3_68074134	0.381473271	chr3p
chr3_68612771	0.395852459	chr3p
chr3_69161771	0.408480644	chr3p
chr3_69720172	0.383592913	chr3p
chr3_70244994	0.369176101	chr3p
chr3_70789539	0.402775287	chr3p
chr3_71324835	0.417213095	chr3p
chr3_71856012	0.45396693	chr3p
chr3_72383372	0.43132023	chr3p
chr3_72933170	0.419450031	chr3p
chr3_73495020	0.393569434	chr3p
chr3_74024398	0.371902215	chr3p
chr3_74559942	0.367169508	chr3p
chr3_75116181	0.410814323	chr3p
chr3_76042619	0.358783378	chr3p
chr3_76577510	0.355973076	chr3p
chr3_77102089	0.356920779	chr3p
chr3_77628287	0.364459073	chr3p
chr3_78166973	0.366581485	chr3p
chr3_78707776	0.353202269	chr3p
chr3_79249392	0.347876091	chr3p
chr3_79778040	0.347215798	chr3p
chr3_80307725	0.347437277	chr3p
chr3_80847833	0.358275643	chr3p
chr3_81389229	0.36089427	chr3p
chr3_81927769	0.357654107	chr3p
chr3_82475586	0.348183602	chr3p
chr3_83011289	0.339062182	chr3p
chr3_83542693	0.340648164	chr3p
chr3_84075583	0.341039798	chr3p
chr3_84615303	0.353584396	chr3p
chr3_85160905	0.336077604	chr3p
chr3_85686242	0.348347476	chr3p
chr3_86233526	0.352660036	chr3p
chr3_86770624	0.35734216	chr3p
chr3_87303553	0.361559188	chr3p
chr3_87855789	0.368029184	chr3p
chr3_88404577	0.351620502	chr3p
chr3_88964496	0.347796773	chr3p
chr3_89502888	0.360223846	chr3p
chr3_94083125	0.369075165	chr3q
chr3_94616431	0.350471543	chr3q
chr3_95176719	0.3439782	chr3q
chr3_95717637	0.343655082	chr3q
chr3_96263830	0.35648744	chr3q
chr3_96816259	0.352720783	chr3q
chr3_97358070	0.356566126	chr3q
chr3_97895830	0.37423049	chr3q
chr3_98456089	0.383309805	chr3q
chr3_99019234	0.37069791	chr3q
chr3_99577945	0.387168528	chr3q
chr3_100116075	0.39578206	chr3q
chr3_100689388	0.375679794	chr3q
chr3_101226867	0.396756492	chr3q
chr3_101827883	0.380840983	chr3q
chr3_102382734	0.363582145	chr3q
chr3_102912573	0.349088736	chr3q
chr3_103458079	0.343592473	chr3q
chr3_103993504	0.351849841	chr3q
chr3_104536929	0.353038092	chr3q
chr3_105061337	0.355859055	chr3q
chr3_105596355	0.366667601	chr3q
chr3_106131417	0.363570062	chr3q
chr3_106674388	0.374203339	chr3q
chr3_107229204	0.377548974	chr3q
chr3_107767754	0.395797686	chr3q
chr3_108300746	0.377075234	chr3q
chr3_108843757	0.397625519	chr3q
chr3_109418114	0.371751301	chr3q
chr3_110003656	0.354969495	chr3q
chr3_110543077	0.368990496	chr3q
chr3_111095140	0.37524211	chr3q
chr3_111639314	0.394908559	chr3q
chr3_112183050	0.383577703	chr3q
chr3_112751996	0.405577601	chr3q
chr3_113296316	0.393477659	chr3q
chr3_113862953	0.39996472	chr3q
chr3_114407166	0.363203522	chr3q
chr3_114928667	0.363781211	chr3q
chr3_115466537	0.38476204	chr3q
chr3_116001543	0.372929348	chr3q
chr3_116548955	0.369833001	chr3q
chr3_117080695	0.368703378	chr3q
chr3_117604726	0.364797468	chr3q
chr3_118126643	0.371934577	chr3q
chr3_118668534	0.393001618	chr3q
chr3_119237837	0.416365619	chr3q
chr3_119783432	0.39712408	chr3q
chr3_120342766	0.4032468	chr3q
chr3_120908985	0.367154207	chr3q
chr3_121526848	0.396383778	chr3q
chr3_122095895	0.403570562	chr3q
chr3_122656647	0.440879783	chr3q
chr3_123194052	0.459377404	chr3q
chr3_123728299	0.421672713	chr3q
chr3_124274322	0.433475488	chr3q
chr3_124813875	0.427321192	chr3q
chr3_125352976	0.43940975	chr3q
chr3_126077483	0.479037111	chr3q
chr3_126615863	0.486527115	chr3q
chr3_127147375	0.481237061	chr3q
chr3_127674851	0.45093652	chr3q
chr3_128209383	0.496822423	chr3q
chr3_128751148	0.478551044	chr3q
chr3_129345093	0.458878729	chr3q
chr3_129907758	0.426009096	chr3q
chr3_130575954	0.382520684	chr3q
chr3_131130724	0.393710348	chr3q
chr3_131687448	0.387896444	chr3q
chr3_132235981	0.384459479	chr3q
chr3_132810788	0.395056181	chr3q
chr3_133371650	0.438202367	chr3q
chr3_133934301	0.442160366	chr3q
chr3_134475878	0.440676871	chr3q
chr3_135002123	0.420432034	chr3q
chr3_135551339	0.405734874	chr3q
chr3_136113095	0.398971583	chr3q
chr3_136714213	0.413117283	chr3q
chr3_137295065	0.394069599	chr3q
chr3_137882715	0.422727924	chr3q
chr3_138441455	0.427144463	chr3q
chr3_139035823	0.424349434	chr3q
chr3_139587458	0.421550395	chr3q
chr3_140122483	0.419647497	chr3q
chr3_140649797	0.417650189	chr3q
chr3_141215366	0.418164974	chr3q
chr3_141766933	0.409050227	chr3q
chr3_142355758	0.381307474	chr3q
chr3_142914163	0.410878851	chr3q
chr3_143447712	0.38490361	chr3q
chr3_143988689	0.365286621	chr3q
chr3_144517367	0.351239337	chr3q
chr3_145052290	0.345930523	chr3q
chr3_145594127	0.354516136	chr3q
chr3_146139538	0.367446945	chr3q
chr3_146687462	0.350407025	chr3q
chr3_147234112	0.367492344	chr3q
chr3_147768017	0.355914126	chr3q
chr3_148293995	0.363719419	chr3q
chr3_148856599	0.391970676	chr3q
chr3_149396221	0.394487728	chr3q
chr3_149943001	0.39168918	chr3q
chr3_150472311	0.40776124	chr3q
chr3_151029490	0.389802967	chr3q
chr3_151578433	0.365724601	chr3q
chr3_152125174	0.365626387	chr3q
chr3_152666054	0.384464806	chr3q
chr3_153225944	0.373226569	chr3q
chr3_153795673	0.376937426	chr3q
chr3_154355888	0.364878224	chr3q
chr3_154917289	0.385080053	chr3q
chr3_155469047	0.400743732	chr3q
chr3_156059851	0.4005328	chr3q
chr3_156599265	0.389976068	chr3q
chr3_157137457	0.39126595	chr3q
chr3_157675306	0.377057236	chr3q
chr3_158249195	0.375849319	chr3q
chr3_158812293	0.389738611	chr3q
chr3_159358223	0.393778376	chr3q
chr3_159923188	0.406145711	chr3q
chr3_160478438	0.383042438	chr3q
chr3_161027432	0.38337722	chr3q
chr3_161569736	0.362386284	chr3q
chr3_162107811	0.351517617	chr3q
chr3_162658378	0.345498554	chr3q
chr3_163198360	0.34141948	chr3q
chr3_163752394	0.352656689	chr3q
chr3_164302816	0.347863433	chr3q
chr3_164843005	0.339126021	chr3q
chr3_165374940	0.35168563	chr3q
chr3_165925298	0.34387322	chr3q
chr3_166470054	0.353327121	chr3q
chr3_167020575	0.364156765	chr3q
chr3_167574169	0.366397777	chr3q
chr3_168104003	0.365464727	chr3q
chr3_168629709	0.359602313	chr3q
chr3_169163596	0.380126659	chr3q
chr3_169697155	0.401581297	chr3q
chr3_170265802	0.415103243	chr3q
chr3_170842207	0.392037403	chr3q
chr3_171389114	0.396017747	chr3q
chr3_171938601	0.398247157	chr3q
chr3_172476242	0.390767719	chr3q
chr3_173031966	0.364550156	chr3q
chr3_173575455	0.352984642	chr3q
chr3_174092435	0.357891036	chr3q
chr3_174630026	0.355540483	chr3q
chr3_175172569	0.347007029	chr3q
chr3_175704200	0.356385474	chr3q
chr3_176256383	0.367203232	chr3q
chr3_176800150	0.404900683	chr3q
chr3_177377294	0.400273322	chr3q
chr3_177932682	0.360941102	chr3q
chr3_178460106	0.382866738	chr3q
chr3_179013941	0.395329444	chr3q
chr3_179597940	0.395616765	chr3q
chr3_180142515	0.371936536	chr3q
chr3_180701890	0.379585111	chr3q
chr3_181261991	0.376679328	chr3q
chr3_181807224	0.390513061	chr3q
chr3_182355093	0.382067932	chr3q
chr3_182896871	0.419051124	chr3q
chr3_183472963	0.443006214	chr3q
chr3_184055237	0.493065349	chr3q
chr3_184624624	0.427424535	chr3q
chr3_185177297	0.417436692	chr3q
chr3_185768728	0.435741287	chr3q
chr3_186329009	0.431786212	chr3q
chr3_186897010	0.425711296	chr3q
chr3_187457924	0.413808578	chr3q
chr3_187999399	0.405973521	chr3q
chr3_188535833	0.3882806	chr3q
chr3_189079068	0.382586641	chr3q
chr3_189613313	0.376529342	chr3q
chr3_190140337	0.37644426	chr3q
chr3_190675213	0.36574154	chr3q
chr3_191219715	0.370933298	chr3q
chr3_191762446	0.365751248	chr3q
chr3_192303073	0.38093665	chr3q
chr3_192835844	0.39837229	chr3q
chr3_193392700	0.410910893	chr3q
chr3_193931391	0.460356678	chr3q
chr3_194466378	0.462512508	chr3q
chr3_195021003	0.44351343	chr3q
chr3_195607524	0.493538656	chr3q
chr3_196329510	0.437440246	chr3q
chr3_196941397	0.427756063	chr3q
chr3_197497852	0.443262705	chr3q
chr4_10000	0.429850301	chr4p
chr4_639863	0.551371604	chr4p
chr4_1200339	0.567432096	chr4p
chr4_1797134	0.495425284	chr4p
chr4_2358371	0.495770994	chr4p
chr4_2939595	0.494453237	chr4p
chr4_3490547	0.51243475	chr4p
chr4_4216979	0.453582216	chr4p
chr4_4761921	0.438967567	chr4p
chr4_5317773	0.456784867	chr4p
chr4_5883790	0.506602953	chr4p
chr4_6410524	0.49180964	chr4p
chr4_6959462	0.522422602	chr4p
chr4_7496554	0.508204496	chr4p
chr4_8025776	0.532858681	chr4p
chr4_8564416	0.485806542	chr4p
chr4_9514892	0.464554169	chr4p
chr4_10173973	0.424070154	chr4p
chr4_10707314	0.39514885	chr4p
chr4_11268047	0.393497871	chr4p
chr4_11822327	0.366796213	chr4p
chr4_12365247	0.376700425	chr4p
chr4_12915918	0.391624402	chr4p
chr4_13453599	0.402435521	chr4p
chr4_13989665	0.384555891	chr4p
chr4_14536592	0.388232971	chr4p
chr4_15078496	0.400624631	chr4p
chr4_15621217	0.419758837	chr4p
chr4_16168648	0.400220812	chr4p
chr4_16713907	0.401427653	chr4p
chr4_17255215	0.428515306	chr4p
chr4_17815209	0.374898324	chr4p
chr4_18362288	0.374039765	chr4p
chr4_18902260	0.361454804	chr4p
chr4_19444491	0.366524088	chr4p
chr4_19988518	0.360781787	chr4p
chr4_20513162	0.381748978	chr4p
chr4_21059115	0.37530542	chr4p
chr4_21606312	0.376706362	chr4p
chr4_22154994	0.388408539	chr4p
chr4_22708988	0.377682452	chr4p
chr4_23240964	0.370594458	chr4p
chr4_23779774	0.397891658	chr4p
chr4_24297337	0.416323541	chr4p
chr4_24842085	0.421387557	chr4p
chr4_25390675	0.441459907	chr4p
chr4_25951752	0.42667854	chr4p
chr4_26499743	0.382669848	chr4p
chr4_27061423	0.388221668	chr4p
chr4_27606220	0.35585688	chr4p
chr4_28133890	0.355347314	chr4p
chr4_28665325	0.350924983	chr4p
chr4_29189551	0.341005414	chr4p
chr4_29722088	0.348372074	chr4p
chr4_30259766	0.355908727	chr4p
chr4_30782459	0.356179364	chr4p
chr4_31309188	0.346119838	chr4p
chr4_31851581	0.353567076	chr4p
chr4_32380796	0.342068494	chr4p
chr4_32916418	0.347761475	chr4p
chr4_33442635	0.349179793	chr4p
chr4_33981767	0.344815438	chr4p
chr4_34518254	0.340163857	chr4p
chr4_35046032	0.347225383	chr4p
chr4_35577727	0.35393638	chr4p
chr4_36110577	0.363845933	chr4p
chr4_36644138	0.370423161	chr4p
chr4_37193480	0.403355851	chr4p
chr4_37748749	0.426325037	chr4p
chr4_38297376	0.415577827	chr4p
chr4_38859136	0.398146989	chr4p
chr4_39426214	0.424890234	chr4p
chr4_40041387	0.429520912	chr4p
chr4_40624714	0.421541574	chr4p
chr4_41191135	0.408216194	chr4p
chr4_41735572	0.407123388	chr4p
chr4_42293958	0.391155386	chr4p
chr4_42840641	0.366143649	chr4p
chr4_43378927	0.355196369	chr4p
chr4_43936855	0.356256098	chr4p
chr4_44471869	0.364172186	chr4p
chr4_45015977	0.352767089	chr4p
chr4_45557286	0.34961557	chr4p
chr4_46106801	0.356941063	chr4p
chr4_46649787	0.363643955	chr4p
chr4_47188652	0.376520766	chr4p
chr4_47729087	0.390272814	chr4p
chr4_48288406	0.383168628	chr4p
chr4_52053262	0.401060032	chr4q
chr4_52654752	0.407926257	chr4q
chr4_53228314	0.401098308	chr4q
chr4_53812303	0.4176628	chr4q
chr4_54390037	0.406802875	chr4q
chr4_54936895	0.397347374	chr4q
chr4_55498677	0.387071012	chr4q
chr4_56060903	0.405696966	chr4q
chr4_56632014	0.434382418	chr4q
chr4_57212933	0.38926971	chr4q
chr4_57788444	0.360654653	chr4q
chr4_58347397	0.349975475	chr4q
chr4_58948295	0.344314089	chr4q
chr4_59498075	0.350533548	chr4q
chr4_60052196	0.345516036	chr4q
chr4_60590938	0.355196848	chr4q
chr4_61150912	0.35074408	chr4q
chr4_61679417	0.35690575	chr4q
chr4_62233115	0.354715576	chr4q
chr4_62786409	0.34933861	chr4q
chr4_63347349	0.338552168	chr4q
chr4_63885975	0.343659475	chr4q
chr4_64424156	0.34887442	chr4q
chr4_64974139	0.345502404	chr4q
chr4_65521209	0.344388747	chr4q
chr4_66063628	0.346714385	chr4q
chr4_66612962	0.359601049	chr4q
chr4_67161100	0.378191568	chr4q
chr4_67728376	0.366806441	chr4q
chr4_68287611	0.369088467	chr4q
chr4_68899635	0.353882228	chr4q
chr4_69565786	0.353359121	chr4q
chr4_70123418	0.365729507	chr4q
chr4_70688423	0.401108568	chr4q
chr4_71285770	0.373353265	chr4q
chr4_71839669	0.362105263	chr4q
chr4_72395419	0.373707593	chr4q
chr4_72984920	0.374805977	chr4q
chr4_73531891	0.374255485	chr4q
chr4_74658910	0.389745479	chr4q
chr4_75226200	0.393954699	chr4q
chr4_75832146	0.407726491	chr4q
chr4_76393591	0.41262632	chr4q
chr4_76943585	0.421227845	chr4q
chr4_77491487	0.389032954	chr4q
chr4_78059133	0.398349466	chr4q
chr4_78625495	0.372749132	chr4q
chr4_79168230	0.364137486	chr4q
chr4_79713189	0.362716093	chr4q
chr4_80252655	0.362907978	chr4q
chr4_80797446	0.368449295	chr4q
chr4_81350917	0.3915761	chr4q
chr4_81893612	0.400605111	chr4q
chr4_82482264	0.415337119	chr4q
chr4_83043921	0.412921696	chr4q
chr4_83625145	0.377484202	chr4q
chr4_84166516	0.390338675	chr4q
chr4_84712880	0.371156587	chr4q
chr4_85270685	0.36928004	chr4q
chr4_85816493	0.367469869	chr4q
chr4_86381274	0.385436607	chr4q
chr4_86954342	0.399435766	chr4q
chr4_87520065	0.391602705	chr4q
chr4_88088248	0.406114348	chr4q
chr4_88659103	0.383455433	chr4q
chr4_89216023	0.374182485	chr4q
chr4_89751946	0.358143635	chr4q
chr4_90294167	0.353059833	chr4q
chr4_90849900	0.349787443	chr4q
chr4_91410692	0.351649739	chr4q
chr4_91972902	0.355272434	chr4q
chr4_92528926	0.341338231	chr4q
chr4_93064140	0.349671773	chr4q
chr4_93596851	0.372090881	chr4q
chr4_94172326	0.374659317	chr4q
chr4_94725626	0.376182032	chr4q
chr4_95274892	0.366236147	chr4q
chr4_95813853	0.353907335	chr4q
chr4_96341169	0.353608606	chr4q
chr4_96884606	0.359623519	chr4q
chr4_97436878	0.355872474	chr4q
chr4_98024271	0.379969145	chr4q
chr4_98584956	0.398901195	chr4q
chr4_99154660	0.381650841	chr4q
chr4_99727689	0.385012642	chr4q
chr4_100286520	0.362221163	chr4q
chr4_100819178	0.364966769	chr4q
chr4_101353465	0.366801482	chr4q
chr4_101917942	0.374325518	chr4q
chr4_102477260	0.383179291	chr4q
chr4_103069197	0.370304495	chr4q
chr4_103652787	0.352997139	chr4q
chr4_104219344	0.356214217	chr4q
chr4_104763073	0.368822875	chr4q
chr4_105327737	0.366919195	chr4q
chr4_105879755	0.367134599	chr4q
chr4_106437101	0.363534703	chr4q
chr4_107010309	0.365983582	chr4q
chr4_107556410	0.394090879	chr4q
chr4_108100519	0.401371157	chr4q
chr4_108644731	0.381562004	chr4q
chr4_109193782	0.395077013	chr4q
chr4_109752711	0.397893435	chr4q
chr4_110331758	0.384045031	chr4q
chr4_110898478	0.356601161	chr4q
chr4_111461788	0.356074543	chr4q
chr4_112005368	0.390926122	chr4q
chr4_112566914	0.38817378	chr4q
chr4_113132251	0.368432936	chr4q
chr4_113668164	0.364543495	chr4q
chr4_114214642	0.363571426	chr4q
chr4_114752220	0.344083464	chr4q
chr4_115281888	0.340447367	chr4q
chr4_115821713	0.346024183	chr4q
chr4_116362759	0.342961895	chr4q
chr4_116902265	0.34215247	chr4q
chr4_117435197	0.356887497	chr4q
chr4_117989877	0.381998066	chr4q
chr4_118704378	0.382297634	chr4q
chr4_119257434	0.37765263	chr4q
chr4_119885490	0.363934462	chr4q
chr4_120435034	0.369236144	chr4q
chr4_120990348	0.378574248	chr4q
chr4_121532490	0.383137378	chr4q
chr4_122077767	0.369436679	chr4q
chr4_122637909	0.382974689	chr4q
chr4_123196912	0.390904429	chr4q
chr4_123762462	0.36148819	chr4q
chr4_124311935	0.359886632	chr4q
chr4_124851416	0.355182567	chr4q
chr4_125381549	0.354570622	chr4q
chr4_125920852	0.346776083	chr4q
chr4_126458738	0.355492588	chr4q
chr4_127007523	0.373611327	chr4q
chr4_127574251	0.386746873	chr4q
chr4_128170548	0.404157619	chr4q
chr4_128741115	0.380373359	chr4q
chr4_129306683	0.3631981	chr4q
chr4_129841438	0.353232989	chr4q
chr4_130391146	0.347697001	chr4q
chr4_130930052	0.343459188	chr4q
chr4_131480129	0.361160096	chr4q
chr4_132205414	0.342426651	chr4q
chr4_132746324	0.347020853	chr4q
chr4_133281410	0.345262575	chr4q
chr4_133819751	0.345070121	chr4q
chr4_134356042	0.34455475	chr4q
chr4_134900893	0.346964138	chr4q
chr4_135460141	0.339277823	chr4q
chr4_135991950	0.342102425	chr4q
chr4_136520511	0.355015503	chr4q
chr4_137042354	0.350818195	chr4q
chr4_137574929	0.358298796	chr4q
chr4_138114688	0.372891067	chr4q
chr4_138659217	0.414264598	chr4q
chr4_139232230	0.418209612	chr4q
chr4_139798733	0.413095445	chr4q
chr4_140332934	0.394004626	chr4q
chr4_140887595	0.383253499	chr4q
chr4_141446040	0.368078721	chr4q
chr4_142002134	0.363500714	chr4q
chr4_142540287	0.370340175	chr4q
chr4_143089798	0.385689701	chr4q
chr4_143648794	0.375711071	chr4q
chr4_144386415	0.373844684	chr4q
chr4_144950438	0.385545068	chr4q
chr4_145532274	0.401946528	chr4q
chr4_146092040	0.386942634	chr4q
chr4_146637418	0.37615045	chr4q
chr4_147181227	0.389031898	chr4q
chr4_147744516	0.403458028	chr4q
chr4_148289392	0.374000164	chr4q
chr4_148839357	0.372747996	chr4q
chr4_149387258	0.358551	chr4q
chr4_149939556	0.382452953	chr4q
chr4_150475669	0.365738285	chr4q
chr4_151029967	0.40644377	chr4q
chr4_151609100	0.424560464	chr4q
chr4_152135906	0.394536631	chr4q
chr4_152663639	0.420083851	chr4q
chr4_153214141	0.412832625	chr4q
chr4_153761605	0.394112489	chr4q
chr4_154313587	0.378486861	chr4q
chr4_154838020	0.374101716	chr4q
chr4_155379608	0.374129086	chr4q
chr4_155915252	0.360370168	chr4q
chr4_156458141	0.362004553	chr4q
chr4_156983046	0.35274239	chr4q
chr4_157520424	0.358786994	chr4q
chr4_158065912	0.375445098	chr4q
chr4_158637415	0.398958147	chr4q
chr4_159203522	0.385797207	chr4q
chr4_159760680	0.364745214	chr4q
chr4_160323917	0.349003096	chr4q
chr4_160878233	0.345983162	chr4q
chr4_161412733	0.339254347	chr4q
chr4_161950141	0.34104436	chr4q
chr4_162479556	0.362191683	chr4q
chr4_163021733	0.376522088	chr4q
chr4_163569993	0.355707885	chr4q
chr4_164119680	0.36541835	chr4q
chr4_164702278	0.405818279	chr4q
chr4_165327755	0.377256964	chr4q
chr4_165861492	0.354766853	chr4q
chr4_166403789	0.350872212	chr4q
chr4_166967300	0.353153941	chr4q
chr4_167518309	0.357914502	chr4q
chr4_168064730	0.37329301	chr4q
chr4_168608011	0.406560535	chr4q
chr4_169157265	0.382872808	chr4q
chr4_169725963	0.40571234	chr4q
chr4_170298583	0.362887599	chr4q
chr4_170867277	0.34576551	chr4q
chr4_171397943	0.35429994	chr4q
chr4_171928962	0.354582825	chr4q
chr4_172468520	0.375161433	chr4q
chr4_173001248	0.400277083	chr4q
chr4_173540437	0.372703322	chr4q
chr4_174094988	0.366640998	chr4q
chr4_174630010	0.357923446	chr4q
chr4_175167882	0.360889995	chr4q
chr4_175711211	0.359090815	chr4q
chr4_176243160	0.371924811	chr4q
chr4_176780685	0.36841342	chr4q
chr4_177318559	0.377919565	chr4q
chr4_177865858	0.348829073	chr4q
chr4_178406071	0.349784183	chr4q
chr4_178942173	0.354824975	chr4q
chr4_179477669	0.358943883	chr4q
chr4_180020336	0.356472487	chr4q
chr4_180549468	0.368957946	chr4q
chr4_181080496	0.37970085	chr4q
chr4_181613139	0.388237843	chr4q
