	gc.content	chrom.arm
chr3_157675306	0.380532828	chr3q
chr3_157818429	0.389854222	chr3q
chr3_157959946	0.382624259	chr3q
chr3_158108567	0.354758654	chr3q
chr3_158249195	0.359040292	chr3q
chr3_158391530	0.349407585	chr3q
chr3_158536192	0.384613246	chr3q
chr3_158680056	0.413333636	chr3q
chr3_158812293	0.400495354	chr3q
chr3_158947146	0.387221834	chr3q
chr3_159083081	0.39542253	chr3q
chr3_159224775	0.375397158	chr3q
chr3_159358223	0.38385964	chr3q
chr3_159514564	0.382662494	chr3q
chr3_159651954	0.408730806	chr3q
chr3_159792949	0.401223904	chr3q
chr3_159923188	0.429016783	chr3q
chr3_160063688	0.431974061	chr3q
chr3_160202782	0.379488561	chr3q
chr3_160340158	0.383410472	chr3q
chr3_160478438	0.384153057	chr3q
chr3_160615537	0.386550246	chr3q
chr3_160748045	0.380223043	chr3q
chr3_160879410	0.381375741	chr3q
chr3_161027432	0.396719934	chr3q
chr3_161167856	0.378876906	chr3q
chr3_161308432	0.386264756	chr3q
chr3_161439904	0.370894695	chr3q
chr3_161569736	0.362244662	chr3q
chr3_161699270	0.36448789	chr3q
chr3_161841261	0.37074705	chr3q
chr3_161977343	0.351519146	chr3q
chr3_162107811	0.347393123	chr3q
chr3_162240767	0.351228789	chr3q
chr3_162377487	0.345509914	chr3q
chr3_162523286	0.362353063	chr3q
chr3_162658378	0.352561642	chr3q
chr3_162793838	0.33974242	chr3q
chr3_162925370	0.347038291	chr3q
chr3_163060309	0.342547319	chr3q
chr3_163198360	0.343901801	chr3q
chr3_163339787	0.339452097	chr3q
chr3_163483389	0.341998333	chr3q
chr3_163616530	0.340347701	chr3q
chr3_163752394	0.347709767	chr3q
chr3_163888450	0.365559022	chr3q
chr3_164026611	0.350656284	chr3q
chr3_164167099	0.346552016	chr3q
chr3_164302816	0.353237825	chr3q
chr3_164439837	0.350701479	chr3q
chr3_164572129	0.340566427	chr3q
chr3_164710152	0.347075339	chr3q
chr3_164843005	0.343192563	chr3q
chr3_164974354	0.315887663	chr3q
chr3_165104071	0.356039321	chr3q
chr3_165241098	0.340341597	chr3q
chr3_165374940	0.354691777	chr3q
chr3_165511935	0.353259645	chr3q
chr3_165653975	0.351675774	chr3q
chr3_165787018	0.347100087	chr3q
chr3_165925298	0.355354487	chr3q
chr3_166070522	0.335628823	chr3q
chr3_166200487	0.337378477	chr3q
chr3_166333898	0.34586063	chr3q
chr3_166470054	0.348524677	chr3q
chr3_166605482	0.346325398	chr3q
chr3_166745157	0.354145735	chr3q
chr3_166883504	0.364380504	chr3q
chr3_167020575	0.358103516	chr3q
chr3_167158873	0.373710228	chr3q
chr3_167300274	0.361963547	chr3q
chr3_167437658	0.362600816	chr3q
chr3_167574169	0.361406633	chr3q
chr3_167705575	0.365272886	chr3q
chr3_167838451	0.361777963	chr3q
chr3_167967790	0.376696791	chr3q
chr3_168104003	0.377150087	chr3q
chr3_168238358	0.369793196	chr3q
chr3_168371189	0.356989794	chr3q
chr3_168500921	0.357346958	chr3q
chr3_168629709	0.361744648	chr3q
chr3_168772821	0.361101831	chr3q
chr3_168904529	0.354914297	chr3q
chr3_169035972	0.360480787	chr3q
chr3_169163596	0.367167084	chr3q
chr3_169294087	0.370629839	chr3q
chr3_169428407	0.378749139	chr3q
chr3_169559037	0.402909107	chr3q
chr3_169697155	0.389937495	chr3q
chr3_169842904	0.414427774	chr3q
chr3_169980472	0.398182109	chr3q
chr3_170117884	0.404264525	chr3q
chr3_170265802	0.409657953	chr3q
chr3_170416103	0.429903894	chr3q
chr3_170550225	0.417277594	chr3q
chr3_170705999	0.404051157	chr3q
chr3_170842207	0.390136958	chr3q
chr3_170997291	0.387145515	chr3q
chr3_171128996	0.398906642	chr3q
chr3_171259054	0.392388129	chr3q
chr3_171389114	0.402407143	chr3q
chr3_171527203	0.395316325	chr3q
chr3_171670978	0.390399478	chr3q
chr3_171802825	0.395717947	chr3q
chr3_171938601	0.402141093	chr3q
chr3_172077035	0.397470478	chr3q
chr3_172209392	0.399881732	chr3q
chr3_172341296	0.393416626	chr3q
chr3_172476242	0.408840194	chr3q
chr3_172622732	0.409241576	chr3q
chr3_172769655	0.369389703	chr3q
chr3_172901689	0.371278123	chr3q
chr3_173031966	0.366948616	chr3q
chr3_173167688	0.374638814	chr3q
chr3_173303352	0.358500655	chr3q
chr3_173436130	0.358155392	chr3q
chr3_173575455	0.356251263	chr3q
chr3_173704117	0.345095183	chr3q
chr3_173831818	0.352491184	chr3q
chr3_173962539	0.358001786	chr3q
chr3_174092435	0.353355885	chr3q
chr3_174222505	0.358908029	chr3q
chr3_174357417	0.367185926	chr3q
chr3_174491390	0.352174038	chr3q
chr3_174630026	0.354772226	chr3q
chr3_174766367	0.355331952	chr3q
chr3_174905800	0.356372582	chr3q
chr3_175038313	0.355715946	chr3q
chr3_175172569	0.341763748	chr3q
chr3_175302101	0.34998926	chr3q
chr3_175441772	0.354512942	chr3q
chr3_175573471	0.341454459	chr3q
chr3_175704200	0.364579606	chr3q
chr3_175846745	0.361418989	chr3q
chr3_175985238	0.351764419	chr3q
chr3_176124604	0.34711904	chr3q
chr3_176256383	0.351941549	chr3q
chr3_176390786	0.369008048	chr3q
chr3_176527970	0.368380232	chr3q
chr3_176660773	0.379022364	chr3q
chr3_176800150	0.392154209	chr3q
chr3_176947898	0.384607376	chr3q
chr3_177082365	0.407648316	chr3q
chr3_177223651	0.432391974	chr3q
chr3_177377294	0.40946295	chr3q
chr3_177519385	0.405881573	chr3q
chr3_177655097	0.398172174	chr3q
chr3_177794607	0.387427123	chr3q
chr3_177932682	0.355936736	chr3q
chr3_178063562	0.355432668	chr3q
chr3_178194667	0.367755321	chr3q
chr3_178329145	0.364459648	chr3q
chr3_178460106	0.383938912	chr3q
chr3_178593945	0.386302279	chr3q
chr3_178729515	0.378663608	chr3q
chr3_178868995	0.382708043	chr3q
chr3_179013941	0.395659011	chr3q
chr3_179164644	0.383435896	chr3q
chr3_179311709	0.396396652	chr3q
chr3_179452689	0.405993763	chr3q
chr3_179597940	0.42633303	chr3q
chr3_179741729	0.400728815	chr3q
chr3_179875645	0.378928022	chr3q
chr3_180008950	0.374080036	chr3q
chr3_180142515	0.372341683	chr3q
chr3_180277845	0.372670853	chr3q
chr3_180414483	0.373450664	chr3q
chr3_180566645	0.369085733	chr3q
chr3_180701890	0.373833497	chr3q
chr3_180837659	0.386990384	chr3q
chr3_180977740	0.380100034	chr3q
chr3_181123891	0.377183201	chr3q
chr3_181261991	0.365935894	chr3q
chr3_181396643	0.365793071	chr3q
chr3_181532709	0.367909227	chr3q
chr3_181670811	0.407021325	chr3q
chr3_181807224	0.416746756	chr3q
chr3_181956017	0.38182231	chr3q
chr3_182088157	0.382231281	chr3q
chr3_182221121	0.378168573	chr3q
chr3_182355093	0.380473075	chr3q
chr3_182492196	0.376855836	chr3q
chr3_182624212	0.400900474	chr3q
chr3_182761473	0.369673112	chr3q
chr3_182896871	0.399742542	chr3q
chr3_183039030	0.434401666	chr3q
chr3_183187860	0.425552853	chr3q
chr3_183330122	0.415797985	chr3q
chr3_183472963	0.451601414	chr3q
chr3_183618959	0.416014066	chr3q
chr3_183766829	0.452616877	chr3q
chr3_183910741	0.452372384	chr3q
chr3_184055237	0.474317353	chr3q
chr3_184200627	0.509284977	chr3q
chr3_184345000	0.48796785	chr3q
chr3_184489571	0.50136613	chr3q
chr3_184624624	0.492114808	chr3q
chr3_184764126	0.407516724	chr3q
chr3_184897615	0.38502774	chr3q
chr3_185036405	0.423998524	chr3q
chr3_185177297	0.396761969	chr3q
chr3_185322694	0.400938627	chr3q
chr3_185469078	0.438391796	chr3q
chr3_185629779	0.432216137	chr3q
chr3_185768728	0.426306898	chr3q
chr3_185918491	0.424870211	chr3q
chr3_186060451	0.440266747	chr3q
chr3_186193911	0.453152526	chr3q
chr3_186329009	0.426503673	chr3q
chr3_186463247	0.423227779	chr3q
chr3_186598628	0.432410627	chr3q
chr3_186742408	0.443286633	chr3q
chr3_186897010	0.442368903	chr3q
chr3_187040588	0.417519839	chr3q
chr3_187187393	0.439333039	chr3q
chr3_187316516	0.40486394	chr3q
chr3_187457924	0.396767009	chr3q
chr3_187597114	0.419527143	chr3q
chr3_187727978	0.42418885	chr3q
chr3_187858071	0.415742103	chr3q
chr3_187999399	0.42038188	chr3q
chr3_188133263	0.423883655	chr3q
chr3_188266040	0.400241198	chr3q
chr3_188402028	0.379612122	chr3q
chr3_188535833	0.378721226	chr3q
chr3_188670634	0.383125886	chr3q
chr3_188801912	0.397243249	chr3q
chr3_188935474	0.393630653	chr3q
chr3_189079068	0.402011252	chr3q
chr3_189212915	0.387165448	chr3q
chr3_189346788	0.36551082	chr3q
chr3_189481033	0.375627457	chr3q
chr3_189613313	0.366688904	chr3q
chr3_189743726	0.376489435	chr3q
chr3_189874816	0.382169763	chr3q
chr3_190008084	0.38058872	chr3q
chr3_190140337	0.385785624	chr3q
chr3_190282517	0.37111221	chr3q
chr3_190413922	0.372403595	chr3q
chr3_190545113	0.375695619	chr3q
chr3_190675213	0.359896718	chr3q
chr3_190805342	0.367899734	chr3q
chr3_190941939	0.371815623	chr3q
chr3_191084039	0.362812878	chr3q
chr3_191219715	0.378104345	chr3q
chr3_191353157	0.372647088	chr3q
chr3_191485918	0.359713986	chr3q
chr3_191621156	0.37328898	chr3q
chr3_191762446	0.368461511	chr3q
chr3_191902941	0.361497092	chr3q
chr3_192035144	0.367477795	chr3q
chr3_192174415	0.365294035	chr3q
chr3_192303073	0.374096418	chr3q
chr3_192431866	0.377346028	chr3q
chr3_192563578	0.379047634	chr3q
chr3_192694704	0.392284257	chr3q
chr3_192835844	0.421291022	chr3q
chr3_192980675	0.388732157	chr3q
chr3_193122814	0.387242479	chr3q
chr3_193260521	0.395221631	chr3q
chr3_193392700	0.39101237	chr3q
chr3_193527463	0.381933612	chr3q
chr3_193664657	0.420898334	chr3q
chr3_193797347	0.450687834	chr3q
chr3_193931391	0.447334467	chr3q
chr3_194063147	0.471919355	chr3q
chr3_194196869	0.477343968	chr3q
chr3_194331612	0.444926762	chr3q
chr3_194466378	0.455944703	chr3q
chr3_194611196	0.468963746	chr3q
chr3_194751403	0.473762309	chr3q
chr3_194884837	0.451830854	chr3q
chr3_195021003	0.501815769	chr3q
chr3_195158135	0.459304154	chr3q
chr3_195298051	0.382732095	chr3q
chr3_195607524	0.511372731	chr3q
chr3_195827436	0.509654899	chr3q
chr3_196021379	0.459337788	chr3q
chr3_196175982	0.482074931	chr3q
chr3_196329510	0.437229382	chr3q
chr3_196487020	0.445203125	chr3q
chr3_196638306	0.444339097	chr3q
chr3_196789130	0.423112033	chr3q
chr3_196941397	0.47672224	chr3q
chr3_197081273	0.358190368	chr3q
chr3_197213764	0.395704904	chr3q
chr3_197347917	0.472224631	chr3q
chr3_197497852	0.491612021	chr3q
chr3_197682223	0.42951791	chr3q
chr3_197830743	0.422199389	chr3q
chr3_197977702	0.428613534	chr3q
chr4_10000	0.404313421	chr4p
chr4_184662	0.404775545	chr4p
chr4_336519	0.416768512	chr4p
chr4_499348	0.502635865	chr4p
chr4_639340	0.563809057	chr4p
chr4_786107	0.562195746	chr4p
chr4_922917	0.599937439	chr4p
chr4_1060383	0.479269624	chr4p
chr4_1199599	0.547272425	chr4p
chr4_1519943	0.586344033	chr4p
chr4_1656982	0.576365415	chr4p
chr4_1796024	0.517229908	chr4p
chr4_1940308	0.515507375	chr4p
chr4_2080983	0.436872652	chr4p
chr4_2223647	0.513088022	chr4p
chr4_2356784	0.533176484	chr4p
chr4_2497471	0.468740208	chr4p
chr4_2653854	0.483381758	chr4p
chr4_2798063	0.501824778	chr4p
chr4_2937532	0.472784897	chr4p
chr4_3082672	0.439394802	chr4p
chr4_3223254	0.514920158	chr4p
chr4_3356329	0.554746461	chr4p
chr4_3488301	0.547769336	chr4p
chr4_3642291	0.561731211	chr4p
chr4_3769439	0.532834608	chr4p
chr4_3917149	0.464758044	chr4p
chr4_4213174	0.453986762	chr4p
chr4_4358969	0.470206747	chr4p
chr4_4491885	0.426514021	chr4p
chr4_4625965	0.461904583	chr4p
chr4_4758960	0.484622525	chr4p
chr4_4889313	0.447041991	chr4p
chr4_5031199	0.417346462	chr4p
chr4_5163837	0.416476431	chr4p
chr4_5313651	0.437597604	chr4p
chr4_5453245	0.443666106	chr4p
chr4_5606563	0.460949143	chr4p
chr4_5740094	0.48099047	chr4p
chr4_5879866	0.493603737	chr4p
chr4_6010880	0.496450977	chr4p
chr4_6144297	0.495116283	chr4p
chr4_6275959	0.540519385	chr4p
chr4_6406267	0.501221742	chr4p
chr4_6536409	0.51530656	chr4p
chr4_6676349	0.483779235	chr4p
chr4_6814197	0.466367042	chr4p
chr4_6954595	0.491798494	chr4p
chr4_7095057	0.523404033	chr4p
chr4_7228816	0.541386887	chr4p
chr4_7358531	0.534621506	chr4p
chr4_7491743	0.524041666	chr4p
chr4_7620769	0.546400606	chr4p
chr4_7748860	0.474979874	chr4p
chr4_7881773	0.488224089	chr4p
chr4_8020361	0.544863754	chr4p
chr4_8152695	0.566344746	chr4p
chr4_8283783	0.522943729	chr4p
chr4_8416499	0.503802107	chr4p
chr4_8558394	0.52956918	chr4p
chr4_8855255	0.499188845	chr4p
chr4_9499714	0.463054002	chr4p
chr4_9765798	0.447240214	chr4p
chr4_9906606	0.460756549	chr4p
chr4_10039023	0.492654795	chr4p
chr4_10167338	0.443726131	chr4p
chr4_10294333	0.422300703	chr4p
chr4_10430248	0.415229363	chr4p
chr4_10567890	0.416922231	chr4p
chr4_10700603	0.39824726	chr4p
chr4_10842324	0.391927572	chr4p
chr4_10972991	0.397020581	chr4p
chr4_11116039	0.394902874	chr4p
chr4_11260748	0.406541719	chr4p
chr4_11399580	0.40485689	chr4p
chr4_11531681	0.390890598	chr4p
chr4_11675225	0.372737788	chr4p
chr4_11814414	0.37024253	chr4p
chr4_11945944	0.368817444	chr4p
chr4_12080314	0.364622659	chr4p
chr4_12216729	0.365155779	chr4p
chr4_12356735	0.375021209	chr4p
chr4_12498183	0.374437756	chr4p
chr4_12630910	0.371400313	chr4p
chr4_12769429	0.381572891	chr4p
chr4_12901962	0.385393614	chr4p
chr4_13037971	0.400379436	chr4p
chr4_13171854	0.404362391	chr4p
chr4_13304992	0.380957146	chr4p
chr4_13444908	0.402189356	chr4p
chr4_13573713	0.393884119	chr4p
chr4_13708575	0.404229005	chr4p
chr4_13850074	0.405717654	chr4p
chr4_13980687	0.396472807	chr4p
chr4_14115922	0.384468528	chr4p
chr4_14253681	0.379177517	chr4p
chr4_14382705	0.380068271	chr4p
chr4_14526837	0.383862144	chr4p
chr4_14659903	0.400578117	chr4p
chr4_14806586	0.409158623	chr4p
chr4_14938156	0.361978449	chr4p
chr4_15068824	0.399719574	chr4p
chr4_15211464	0.393715084	chr4p
chr4_15347504	0.405418951	chr4p
chr4_15477197	0.398592552	chr4p
chr4_15609210	0.399162978	chr4p
chr4_15746124	0.411082333	chr4p
chr4_15892068	0.437844353	chr4p
chr4_16025652	0.430805092	chr4p
chr4_16157786	0.393084066	chr4p
chr4_16288730	0.4051242	chr4p
chr4_16432128	0.403695906	chr4p
chr4_16568441	0.401434624	chr4p
chr4_16702971	0.402109044	chr4p
chr4_16833836	0.40464206	chr4p
chr4_16972309	0.406340854	chr4p
chr4_17109893	0.392354365	chr4p
chr4_17243721	0.407164542	chr4p
chr4_17375481	0.428222358	chr4p
chr4_17514626	0.448432584	chr4p
chr4_17658302	0.427941612	chr4p
chr4_17803469	0.362748164	chr4p
chr4_17937755	0.364066013	chr4p
chr4_18068517	0.383465973	chr4p
chr4_18209124	0.389924963	chr4p
chr4_18349987	0.376393342	chr4p
chr4_18480967	0.382070351	chr4p
chr4_18629280	0.370655927	chr4p
chr4_18759889	0.367962265	chr4p
chr4_18889636	0.361555562	chr4p
chr4_19021884	0.367978059	chr4p
chr4_19159346	0.35758436	chr4p
chr4_19292495	0.355267241	chr4p
chr4_19431078	0.365621661	chr4p
chr4_19563964	0.358834829	chr4p
chr4_19700871	0.369737695	chr4p
chr4_19835104	0.372571306	chr4p
chr4_19974994	0.367068327	chr4p
chr4_20109187	0.360392574	chr4p
chr4_20241748	0.365201182	chr4p
chr4_20369965	0.355256652	chr4p
chr4_20499401	0.366361013	chr4p
chr4_20631795	0.392126219	chr4p
chr4_20779602	0.381876753	chr4p
chr4_20911532	0.381901104	chr4p
chr4_21044844	0.378217042	chr4p
chr4_21189581	0.377615102	chr4p
chr4_21324136	0.373861229	chr4p
chr4_21460577	0.370665303	chr4p
chr4_21591555	0.371791206	chr4p
chr4_21724471	0.372894625	chr4p
chr4_21858592	0.384693527	chr4p
chr4_21989517	0.377474417	chr4p
chr4_22134046	0.380588276	chr4p
chr4_22277516	0.384258361	chr4p
chr4_22416701	0.399030276	chr4p
chr4_22551791	0.388638337	chr4p
chr4_22693478	0.383462641	chr4p
chr4_22827139	0.389243517	chr4p
chr4_22964842	0.368224517	chr4p
chr4_23093652	0.371576161	chr4p
chr4_23225485	0.354297088	chr4p
chr4_23353595	0.370470561	chr4p
chr4_23485565	0.368287283	chr4p
chr4_23622879	0.382574758	chr4p
chr4_23763032	0.383153278	chr4p
chr4_23893455	0.390745	chr4p
chr4_24021710	0.406799741	chr4p
chr4_24150009	0.406620273	chr4p
chr4_24280487	0.407602327	chr4p
chr4_24421286	0.418043906	chr4p
chr4_24558396	0.418995852	chr4p
chr4_24694352	0.421147365	chr4p
chr4_24824913	0.432398072	chr4p
chr4_24960989	0.445960473	chr4p
chr4_25094012	0.403675426	chr4p
chr4_25229180	0.407174363	chr4p
chr4_25372691	0.426494381	chr4p
chr4_25508667	0.452306495	chr4p
chr4_25657681	0.440709611	chr4p
chr4_25800689	0.442774974	chr4p
chr4_25933865	0.456176274	chr4p
chr4_26068655	0.430220788	chr4p
chr4_26204985	0.419207511	chr4p
chr4_26346211	0.400456199	chr4p
chr4_26480363	0.398916816	chr4p
chr4_26623275	0.363633903	chr4p
chr4_26771072	0.407380168	chr4p
chr4_26904321	0.364362759	chr4p
chr4_27042738	0.42626	chr4p
chr4_27181984	0.393567499	chr4p
chr4_27316675	0.382579494	chr4p
chr4_27454547	0.35810694	chr4p
chr4_27587538	0.3559061	chr4p
chr4_27716100	0.354752794	chr4p
chr4_27846760	0.348530965	chr4p
chr4_27975552	0.360160863	chr4p
chr4_28113060	0.352057889	chr4p
chr4_28243655	0.355241314	chr4p
chr4_28378583	0.361501897	chr4p
chr4_28514065	0.355168123	chr4p
chr4_28645873	0.354820048	chr4p
chr4_28775519	0.356141109	chr4p
chr4_28909713	0.349083657	chr4p
chr4_29039086	0.348571166	chr4p
chr4_29169857	0.336128158	chr4p
chr4_29302006	0.343163354	chr4p
chr4_29432728	0.339657923	chr4p
chr4_29567493	0.341388621	chr4p
chr4_29701194	0.350409309	chr4p
chr4_29833368	0.342947368	chr4p
chr4_29971118	0.347821208	chr4p
chr4_30104793	0.35128656	chr4p
chr4_30237861	0.352509051	chr4p
chr4_30370720	0.338737632	chr4p
chr4_30499383	0.358876758	chr4p
chr4_30631002	0.374592132	chr4p
chr4_30760946	0.359484643	chr4p
chr4_30891341	0.346318117	chr4p
chr4_31023393	0.352138943	chr4p
chr4_31153691	0.368385219	chr4p
chr4_31287350	0.350749666	chr4p
chr4_31419142	0.353374874	chr4p
chr4_31553147	0.345341198	chr4p
chr4_31681313	0.341652586	chr4p
chr4_31958951	0.366604268	chr4p
chr4_32092501	0.353698796	chr4p
chr4_32224571	0.347661914	chr4p
chr4_32353544	0.336074005	chr4p
chr4_32490615	0.339812466	chr4p
chr4_32620725	0.350316061	chr4p
chr4_32755509	0.339969092	chr4p
chr4_32892868	0.348898476	chr4p
chr4_33027999	0.34918548	chr4p
chr4_33156541	0.35453796	chr4p
chr4_33289971	0.340759844	chr4p
chr4_33419866	0.348007029	chr4p
chr4_33549622	0.354502618	chr4p
chr4_33683322	0.347306338	chr4p
chr4_33815911	0.343398528	chr4p
chr4_33956925	0.34676602	chr4p
chr4_34094078	0.338031635	chr4p
chr4_34224125	0.352615879	chr4p
chr4_34357216	0.338322558	chr4p
chr4_34492708	0.344437578	chr4p
chr4_34627011	0.345508593	chr4p
chr4_34759219	0.344450601	chr4p
chr4_34892765	0.335443917	chr4p
chr4_35022429	0.349462165	chr4p
chr4_35156392	0.34696492	chr4p
chr4_35286751	0.349166491	chr4p
chr4_35424542	0.343377105	chr4p
chr4_35553013	0.338558577	chr4p
chr4_35692847	0.354255928	chr4p
chr4_35822149	0.364162758	chr4p
chr4_35955820	0.357107155	chr4p
chr4_36085865	0.350888953	chr4p
chr4_36214162	0.371287742	chr4p
chr4_36343396	0.370887038	chr4p
chr4_36482894	0.359915397	chr4p
chr4_36618587	0.368349341	chr4p
chr4_36753630	0.363586306	chr4p
chr4_36889837	0.374899078	chr4p
chr4_37033513	0.371174441	chr4p
chr4_37167415	0.38528619	chr4p
chr4_37299862	0.387870546	chr4p
chr4_37442523	0.405556977	chr4p
chr4_37583211	0.427631769	chr4p
chr4_37721407	0.415090633	chr4p
chr4_37858831	0.424083038	chr4p
chr4_38001994	0.42829662	chr4p
chr4_38134554	0.434709821	chr4p
chr4_38268954	0.413694553	chr4p
chr4_38404015	0.411757552	chr4p
chr4_38552022	0.425033262	chr4p
chr4_38688816	0.420101424	chr4p
chr4_38826259	0.415875026	chr4p
chr4_38968369	0.383387312	chr4p
chr4_39108239	0.386657695	chr4p
chr4_39250913	0.403248104	chr4p
chr4_39394135	0.422042216	chr4p
chr4_39542895	0.422817232	chr4p
chr4_39702108	0.429055289	chr4p
chr4_39855340	0.412415972	chr4p
chr4_40004100	0.422870833	chr4p
chr4_40159372	0.432968305	chr4p
chr4_40301399	0.43810152	chr4p
chr4_40442396	0.429401675	chr4p
chr4_40591061	0.431923277	chr4p
chr4_40743088	0.425670011	chr4p
chr4_40886220	0.433717558	chr4p
chr4_41023466	0.403895945	chr4p
chr4_41162123	0.41439306	chr4p
chr4_41303455	0.414996356	chr4p
chr4_41444796	0.406130673	chr4p
chr4_41577310	0.397516104	chr4p
chr4_41706784	0.412042921	chr4p
chr4_41836603	0.402579142	chr4p
chr4_41977425	0.378096675	chr4p
chr4_42117979	0.426640153	chr4p
chr4_42257783	0.433314245	chr4p
chr4_42402724	0.386939695	chr4p
chr4_42536825	0.376828236	chr4p
chr4_42669193	0.37690045	chr4p
chr4_42810278	0.37694574	chr4p
chr4_42939599	0.370499095	chr4p
chr4_43072239	0.364799267	chr4p
chr4_43216236	0.360294954	chr4p
chr4_43348189	0.356698577	chr4p
chr4_43481792	0.349870978	chr4p
chr4_43622078	0.356527128	chr4p
chr4_43765694	0.357261804	chr4p
chr4_43905012	0.351786505	chr4p
chr4_44035938	0.360703921	chr4p
chr4_44170328	0.359265953	chr4p
chr4_44310319	0.350271816	chr4p
chr4_44441106	0.366376512	chr4p
chr4_44576666	0.361097898	chr4p
chr4_44711214	0.370209747	chr4p
chr4_44847950	0.355252453	chr4p
chr4_44984391	0.35933764	chr4p
chr4_45124496	0.354667791	chr4p
chr4_45257364	0.343304216	chr4p
chr4_45389014	0.354057436	chr4p
chr4_45523286	0.363254314	chr4p
chr4_45664391	0.34880969	chr4p
chr4_45800448	0.350380037	chr4p
chr4_45938461	0.348698462	chr4p
chr4_46075568	0.343788246	chr4p
chr4_46207117	0.34702835	chr4p
chr4_46341083	0.365391279	chr4p
chr4_46479603	0.360366104	chr4p
chr4_46616067	0.36935728	chr4p
chr4_46761387	0.369407541	chr4p
chr4_46897329	0.355411706	chr4p
chr4_47027094	0.3615481	chr4p
chr4_47156388	0.365685158	chr4p
chr4_47293320	0.378146204	chr4p
chr4_47431264	0.370869108	chr4p
chr4_47561593	0.386889221	chr4p
chr4_47696032	0.378942991	chr4p
chr4_47828292	0.378915732	chr4p
chr4_47966708	0.388814769	chr4p
chr4_48114367	0.404773952	chr4p
chr4_48248763	0.397353867	chr4p
chr4_48393956	0.389519867	chr4p
chr4_48531397	0.35445864	chr4p
chr4_48662188	0.393167582	chr4p
chr4_48812091	0.403953265	chr4p
chr4_48966495	0.406172408	chr4p
chr4_51871907	0.400508526	chr4q
chr4_52017819	0.39835541	chr4q
chr4_52158766	0.395136839	chr4q
chr4_52308175	0.406671094	chr4q
chr4_52469288	0.401026872	chr4q
chr4_52619257	0.417882198	chr4q
chr4_52756097	0.433744008	chr4q
chr4_52907555	0.408351975	chr4q
chr4_53044792	0.381057966	chr4q
chr4_53186857	0.392778821	chr4q
chr4_53357854	0.376966499	chr4q
chr4_53499222	0.418058105	chr4q
chr4_53636490	0.406094771	chr4q
chr4_53776807	0.415175376	chr4q
chr4_53922095	0.392561326	chr4q
chr4_54066610	0.427189399	chr4q
chr4_54208327	0.431796607	chr4q
chr4_54353701	0.409232051	chr4q
chr4_54490572	0.41678342	chr4q
chr4_54628327	0.413394795	chr4q
chr4_54758707	0.396989019	chr4q
chr4_54899857	0.400679399	chr4q
chr4_55032326	0.397632864	chr4q
chr4_55176044	0.394237636	chr4q
chr4_55323067	0.408203954	chr4q
chr4_55462000	0.382087761	chr4q
chr4_55598644	0.390546642	chr4q
chr4_55750591	0.376223053	chr4q
chr4_55887850	0.387455711	chr4q
chr4_56022477	0.40442474	chr4q
chr4_56159615	0.406562323	chr4q
chr4_56297493	0.404134662	chr4q
chr4_56444736	0.399811666	chr4q
chr4_56590222	0.435477821	chr4q
chr4_56734188	0.446449588	chr4q
chr4_56894775	0.425763818	chr4q
chr4_57040654	0.428738623	chr4q
chr4_57174801	0.414338505	chr4q
chr4_57313895	0.39742982	chr4q
chr4_57448905	0.382767823	chr4q
chr4_57601039	0.381788708	chr4q
chr4_57742303	0.358087955	chr4q
chr4_57881442	0.36402603	chr4q
chr4_58035420	0.359598995	chr4q
chr4_58167189	0.358995585	chr4q
chr4_58301277	0.36524235	chr4q
chr4_58449699	0.35475446	chr4q
chr4_58587539	0.352382394	chr4q
chr4_58719654	0.340187316	chr4q
chr4_59039233	0.347059167	chr4q
chr4_59176201	0.349917373	chr4q
chr4_59318406	0.345780872	chr4q
chr4_59458032	0.354661842	chr4q
chr4_59601752	0.349854507	chr4q
chr4_59737154	0.336677938	chr4q
chr4_59872895	0.353818376	chr4q
chr4_60007481	0.340532648	chr4q
chr4_60145133	0.343971141	chr4q
chr4_60282630	0.350782217	chr4q
chr4_60418398	0.350933638	chr4q
chr4_60551426	0.350706337	chr4q
chr4_60687480	0.357670139	chr4q
chr4_60827145	0.347657276	chr4q
chr4_60964165	0.362707007	chr4q
chr4_61109329	0.360407179	chr4q
chr4_61239984	0.350760987	chr4q
chr4_61374349	0.341047559	chr4q
chr4_61504671	0.350693801	chr4q
chr4_61634103	0.362888938	chr4q
chr4_61784802	0.36447098	chr4q
chr4_61918124	0.344258342	chr4q
chr4_62054966	0.356697012	chr4q
chr4_62191945	0.358302908	chr4q
chr4_62326976	0.359319143	chr4q
chr4_62461806	0.36592653	chr4q
chr4_62596691	0.340905637	chr4q
chr4_62741473	0.343807996	chr4q
chr4_62876720	0.34224361	chr4q
chr4_63009301	0.35328025	chr4q
chr4_63152598	0.352513902	chr4q
chr4_63300595	0.340447464	chr4q
chr4_63438349	0.351542079	chr4q
chr4_63577220	0.341345537	chr4q
chr4_63709643	0.3308234	chr4q
chr4_63840855	0.332303927	chr4q
chr4_63978151	0.348085741	chr4q
chr4_64112276	0.350717156	chr4q
chr4_64248648	0.335994677	chr4q
chr4_64382415	0.349205134	chr4q
chr4_64513003	0.343446547	chr4q
chr4_64646261	0.357952128	chr4q
chr4_64787305	0.343958369	chr4q
chr4_64931430	0.352171528	chr4q
chr4_65069996	0.348636195	chr4q
chr4_65209752	0.345089266	chr4q
